Frame,Tiempo(s),GT_Region,Gesto,Confianza(%),Modo,Confirmado,Region,X_norm,Y_norm,Modo_grounding,Hands_fiable
355,16.7191,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2964,raycast,No
356,16.7371,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2966,raycast,No
357,16.7554,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2968,raycast,No
358,16.7753,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2973,raycast,No
359,16.793,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2975,raycast,No
360,16.8116,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2977,raycast,No
361,16.8316,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2978,raycast,No
362,16.8486,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2984,raycast,No
363,16.8661,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2985,raycast,No
364,16.8846,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2992,raycast,No
365,16.9028,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2997,raycast,No
366,16.9213,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3003,raycast,No
367,16.9401,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3008,raycast,No
368,16.9581,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3012,raycast,No
369,16.9761,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3017,raycast,No
370,16.9937,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3021,raycast,No
371,17.0113,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3022,raycast,No
372,17.0302,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3024,raycast,No
373,17.0473,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3026,raycast,No
374,17.0662,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3028,raycast,No
375,17.0845,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3028,raycast,No
376,17.1035,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3028,raycast,No
377,17.1215,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.303,raycast,No
378,17.1392,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3035,raycast,No
379,17.1567,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3038,raycast,No
380,17.1753,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3041,raycast,No
381,17.1928,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3037,raycast,No
382,17.2123,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3035,raycast,No
383,17.2301,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.303,raycast,No
384,17.2474,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3027,raycast,No
385,17.2662,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3026,raycast,No
386,17.2852,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.303,raycast,No
387,17.3036,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3031,raycast,No
388,17.3218,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3029,raycast,No
389,17.3392,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3032,raycast,No
390,17.3562,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3031,raycast,No
391,17.3752,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3036,raycast,No
392,17.3937,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3041,raycast,No
393,17.4119,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3047,raycast,No
394,17.4311,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.305,raycast,No
395,17.4483,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3051,raycast,No
396,17.4671,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3055,raycast,No
397,17.4837,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.306,raycast,No
398,17.5028,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3063,raycast,No
399,17.5225,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3065,raycast,No
400,17.5442,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3066,raycast,No
401,17.566,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3066,raycast,No
402,17.587,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3066,raycast,No
403,17.6094,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3071,raycast,No
404,17.6331,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3074,raycast,No
405,17.6558,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3072,raycast,No
406,17.6805,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.3073,raycast,No
